CustomerID,Name,Age,Gender,Email,City,AccountType,Balance,JoinDate,LoanStatus
C1696,Ali ,31.0,,user696mail.com,Karachi,,9018.0,2024-07-27,Approved
C1697,Ali,44.0,Female,user697@mail.com,Lahore,Saving,78783.0,2016-11-06,Approved
C1698,Ali,52.0,M,,Karachi,Current,57922.0,2019-03-26,Rejected
C1699,Sana,63.0,,user699@mail.com,Lahore ,Current,81898.0,2020-11-05,approved
C1700,Ali,37.0,Female,,Lahore,,89588.0,2018-05-07,Approved
C1701,,29.0,,,Lahore ,Saving,3937.0,2018-12-08,approved
C1702,Zoya,61.0,F,,Karachi,Current ,16947.0,2018-09-25,Rejected
C1703,Sara,19.0,M,user703mail.com,Lahore,Current,41840.0,2017-05-15,Rejected
C1704,Ali ,60.0,F,user704@mail.com,Karachi,Current,54243.0,2018-08-06,Rejected
C1705,Ahmed,28.0,Male,user705@mail.com,Karachi,Current,41810.0,2020-11-21,Pending
C1706,Sara,31.0,Female,,Karachi,Current,15985.0,2021-06-28,approved
C1707,Sana,54.0,F,,,,83185.0,2017-12-22,approved
C1708,Sana,47.0,,user708@mail.com,Lahore,Current ,68691.0,2020-07-27,Approved
C1709,Ali,34.0,M,user709mail.com,,Current ,74863.0,2019-10-18,
C1710,Ahmed,43.0,Female,user710@mail.com,Karachi,Current ,85696.0,2018-09-20,approved
C1711,Ahmed,54.0,Male,user711mail.com,,,91227.0,2020-07-12,
C1712,Ali,28.0,F,,Islamabad,saving,28815.0,2020-02-18,Pending
C1713,Ali ,56.0,,user713@mail.com,Karachi,,26947.0,2022-06-22,Approved
C1714,Zoya,30.0,Male,user714@mail.com,Karachi,,70675.0,2020-05-19,Approved
C1715,Ahmed,52.0,male,,Karachi,,71319.0,2017-12-17,Approved
C1716,Sara,60.0,,user716mail.com,Lahore,saving,98376.0,2017-09-02,approved
C1717,Ahmed,,Male,,Islamabad,,5187.0,2021-11-06,Pending
C1718,Ali ,55.0,Female,user718mail.com,Karachi,saving,,2021-08-25,Pending
C1719,,47.0,F,user719mail.com,Karachi,Current,8680.0,2022-12-03,Approved
C1720,Sara,36.0,F,,Karachi,Current ,86475.0,2024-06-28,approved
C1721,Ali ,38.0,M,,Islamabad,Current ,86721.0,2019-12-12,approved
C1722,,24.0,Female,user722@mail.com,Islamabad,,83933.0,2021-09-09,Approved
C1723,,49.0,male,,Lahore,saving,69642.0,2016-07-12,Pending
C1724,Ali,53.0,M,user724mail.com,Karachi,,51720.0,2020-10-25,Pending
C1725,Ali,26.0,male,user725mail.com,Karachi,Current,69870.0,2020-10-30,Pending
C1726,Zoya,23.0,M,user726@mail.com,Lahore ,Current,2837.0,2016-05-09,Approved
C1727,Sara,33.0,male,user727@mail.com,Lahore ,Current,2196.0,2015-07-29,Rejected
C1728,Ali,44.0,Female,user728@mail.com,Lahore,Saving,78556.0,2024-07-20,Rejected
C1729,,21.0,F,user729@mail.com,Karachi,,10333.0,2023-06-02,Approved
C1730,Zoya,40.0,F,,Lahore ,Current,92802.0,2019-08-30,approved
C1731,Ali ,24.0,M,,Lahore ,Current,61444.0,2024-02-16,approved
C1732,,39.0,Female,user732@mail.com,Lahore,Saving,94728.0,2020-08-04,Rejected
C1733,Sara,52.0,F,,Lahore,Saving,29379.0,2021-03-15,Pending
C1734,Ahmed,50.0,M,user734@mail.com,Karachi,Current,,2015-11-02,Pending
C1735,Ali ,40.0,F,,,Current ,32088.0,2022-10-02,Rejected
C1736,Zoya,29.0,Male,,Karachi,saving,90841.0,2017-08-16,Approved
C1737,Ali,28.0,F,user737@mail.com,Lahore,Current ,49587.0,2020-11-19,approved
C1738,Zoya,46.0,Male,user738mail.com,Karachi,Saving,95025.0,2020-09-15,Rejected
C1739,Sara,33.0,male,user739mail.com,Lahore ,Current,80181.0,2015-08-04,Pending
C1740,Ahmed,58.0,Female,user740@mail.com,Lahore,,4542.0,2018-03-02,
C1741,Ahmed,22.0,Male,user741@mail.com,Karachi,Current,31280.0,2018-08-28,approved
C1742,Ali,29.0,,user742mail.com,Islamabad,Current ,36624.0,2017-04-13,
C1743,Sara,38.0,Male,user743@mail.com,Lahore ,Current ,59160.0,2018-04-26,Approved
C1744,,31.0,M,user744mail.com,Islamabad,,28310.0,2015-07-28,
C1745,Sana,52.0,M,user745mail.com,Karachi,,56846.0,2023-01-15,
C1746,Ahmed,42.0,male,user746@mail.com,,saving,1536.0,2016-06-03,Approved
C1747,Sana,43.0,F,user747mail.com,Karachi,Current ,81025.0,2017-02-14,Rejected
C1748,Ali,40.0,,user748mail.com,Karachi,Current ,87401.0,2018-08-09,Pending
C1749,Ali ,35.0,,user749mail.com,Islamabad,saving,97938.0,2015-02-02,Rejected
C1750,Sana,57.0,male,user750mail.com,Lahore ,saving,57279.0,2016-03-09,Rejected
C1751,,63.0,M,user751mail.com,Islamabad,Current,87819.0,2023-10-09,
C1752,Sana,37.0,,user752mail.com,Lahore,Current,41052.0,2021-01-06,approved
C1753,,43.0,Male,user753mail.com,Karachi,Saving,88463.0,2022-12-21,Approved
C1754,Ahmed,59.0,Male,user754mail.com,Lahore ,Current ,34622.0,2020-05-17,approved
C1755,Ahmed,49.0,Male,,Lahore ,saving,,2024-10-01,Rejected
C1756,Ahmed,25.0,M,user756@mail.com,Lahore,Saving,96283.0,2016-04-09,Approved
C1757,Zoya,22.0,M,user757@mail.com,,,73123.0,2018-10-15,Approved
C1758,,45.0,Male,user758@mail.com,Karachi,Saving,19788.0,2022-05-10,
C1759,Ali ,54.0,M,user759mail.com,Islamabad,saving,44347.0,2018-02-06,Pending
C1760,Ali ,22.0,F,user760@mail.com,Karachi,Current ,75473.0,2016-02-08,approved
C1761,Ali,63.0,F,,Islamabad,,21523.0,2022-10-17,approved
C1762,Ali,62.0,,user762mail.com,Lahore,saving,93585.0,2017-02-22,Rejected
C1763,Ali,41.0,Male,,Lahore ,Current,9004.0,2015-05-02,
C1764,Zoya,63.0,Male,user764@mail.com,Islamabad,,2763.0,2016-08-30,Rejected
C1765,Sara,26.0,male,,,saving,27430.0,2020-10-05,Pending
C1766,Ali,48.0,Female,user766@mail.com,Lahore,saving,57533.0,2016-07-08,approved
C1767,Zoya,28.0,M,,Karachi,,60873.0,2019-01-31,Rejected
C1768,Sana,48.0,F,,,Current ,78223.0,2018-09-23,Approved
C1769,Ahmed,44.0,,user769@mail.com,Islamabad,Saving,38437.0,2021-07-10,Rejected
C1770,Ali ,19.0,F,user770@mail.com,Lahore,,52353.0,2023-02-23,Rejected
C1771,Ali ,34.0,F,,Lahore,Current ,34889.0,2024-01-04,approved
C1772,,33.0,Female,user772@mail.com,Karachi,,40987.0,2017-10-23,Approved
C1773,,29.0,male,user773mail.com,Lahore ,Current,28939.0,2022-03-01,approved
C1774,,58.0,M,user774mail.com,Lahore,saving,24973.0,2019-04-03,Pending
C1775,Ali ,52.0,M,,,Saving,14405.0,2020-02-08,approved
C1776,Zoya,36.0,male,user776@mail.com,Karachi,Saving,60718.0,2023-12-14,approved
C1777,Ali,36.0,Female,user777mail.com,Karachi,Saving,97746.0,2018-12-20,Pending
C1778,Sara,49.0,,,,saving,86844.0,2015-06-07,approved
C1779,Sara,63.0,Male,,Karachi,saving,29615.0,2019-08-12,approved
C1780,Sara,53.0,,,Karachi,Saving,74739.0,2020-01-18,Rejected
C1781,,57.0,M,,,,,2016-02-17,Pending
C1782,Zoya,28.0,Male,user782@mail.com,Lahore ,Current ,,2018-01-28,Rejected
C1783,,64.0,Male,,Karachi,,38486.0,2021-03-12,Rejected
C1784,Sana,57.0,F,,Islamabad,Saving,2287.0,2024-12-10,Pending
C1785,Sara,60.0,male,,Islamabad,Current,60540.0,2018-01-06,Pending
C1786,Zoya,53.0,F,,Karachi,Current,70925.0,2020-11-21,approved
C1787,,63.0,Female,user787@mail.com,,Saving,,2024-07-15,Pending
C1788,,19.0,,,Karachi,Current,4177.0,2016-07-21,Pending
C1789,,32.0,F,user789@mail.com,Islamabad,saving,,2024-09-22,approved
C1790,Sana,39.0,M,user790mail.com,Lahore,Saving,23631.0,2023-10-29,Approved
C1791,Sara,48.0,Male,,,saving,60907.0,2016-04-30,
C1792,Sara,42.0,M,user792@mail.com,Lahore,Saving,,2018-04-21,Pending
C1793,Sara,46.0,Male,user793mail.com,Lahore ,Saving,60750.0,2020-05-19,Rejected
C1794,Ahmed,49.0,,user794@mail.com,Islamabad,Current,92413.0,2018-05-29,Rejected
C1795,Zoya,55.0,F,user795mail.com,,Current ,30608.0,2021-10-09,
C1796,Zoya,53.0,M,user796mail.com,,saving,3105.0,2016-03-13,
C1797,,40.0,Male,user797mail.com,,Current ,,2024-09-06,
C1798,Ali,51.0,Female,user798mail.com,Karachi,Saving,48741.0,2016-09-23,Approved
C1799,Ahmed,64.0,Female,,Lahore ,,5432.0,2016-06-22,Approved
C1800,Ali,,male,,Lahore,,67064.0,2024-10-06,Pending
C1801,Ali ,51.0,,,Lahore,,72554.0,2024-09-13,Approved
C1802,Ali ,45.0,,,Lahore ,Current ,79329.0,2024-11-19,Pending
C1803,Zoya,20.0,Male,,Karachi,Saving,16946.0,2015-10-26,Rejected
C1804,Ahmed,51.0,M,,Karachi,,45645.0,2018-09-12,
C1805,,36.0,Female,user805mail.com,Lahore,Saving,44130.0,2018-06-16,
C1806,,57.0,,user806@mail.com,Karachi,Saving,15879.0,2020-04-22,Rejected
C1807,,31.0,M,user807mail.com,Lahore ,Current ,21838.0,2015-06-06,Rejected
C1808,Ali,35.0,male,user808@mail.com,,Current ,88222.0,2021-04-08,approved
C1809,Ali ,38.0,Male,user809@mail.com,Karachi,Current,17822.0,2015-01-19,approved
C1810,Ahmed,61.0,Female,user810@mail.com,Karachi,Current,47043.0,2019-09-22,Pending
C1811,Ali ,40.0,F,,Lahore ,Current ,85448.0,2020-07-02,Rejected
C1812,Ahmed,19.0,F,user812@mail.com,,Current,91715.0,2023-06-22,
C1813,,58.0,F,user813@mail.com,Lahore,Current,,2016-04-01,approved
C1814,Sara,48.0,,user814mail.com,Karachi,Current ,97363.0,2018-12-26,
C1815,Ali,27.0,F,,Lahore ,Current,70540.0,2017-02-19,Pending
C1816,,28.0,male,,Islamabad,,99438.0,2018-10-18,
C1817,Zoya,30.0,M,user817@mail.com,Karachi,saving,32802.0,2015-10-25,Approved
C1818,Ahmed,38.0,,user818@mail.com,Lahore ,saving,7496.0,2021-07-12,approved
C1819,Sara,46.0,Male,user819@mail.com,,Current ,2814.0,2023-08-20,Approved
C1820,Ali,39.0,male,user820@mail.com,,Current,78810.0,2015-04-05,Rejected
C1821,Ali ,25.0,F,user821@mail.com,,Current ,55111.0,2017-02-18,Approved
C1822,Zoya,56.0,,user822@mail.com,Islamabad,,9956.0,2023-04-08,Pending
C1823,Ahmed,41.0,F,user823@mail.com,Karachi,Current,40009.0,2018-08-22,approved
C1824,Ahmed,57.0,Male,,,saving,12467.0,2016-08-07,Approved
C1825,Ahmed,48.0,male,,Karachi,Saving,26625.0,2016-07-30,Rejected
C1826,Zoya,53.0,Female,,Lahore ,,15959.0,2016-03-11,Approved
C1827,Zoya,50.0,F,user827mail.com,Islamabad,Current ,,2019-02-26,
C1828,Ali ,52.0,Female,user828@mail.com,Lahore,Saving,36056.0,2022-07-20,
C1829,Sara,35.0,F,user829mail.com,Karachi,Current,32839.0,2015-04-22,
C1830,Zoya,23.0,male,user830mail.com,Karachi,,89028.0,2016-11-13,Approved
C1831,Ahmed,24.0,male,user831@mail.com,,saving,10985.0,2018-01-08,
C1832,Sana,43.0,Female,user832mail.com,Lahore,Saving,1322.0,2018-01-25,Pending
C1833,Ali,19.0,F,user833@mail.com,Lahore,Current,71648.0,2018-04-09,
C1834,Zoya,36.0,Male,user834mail.com,Lahore ,Saving,34403.0,2021-03-07,approved
C1835,Sana,46.0,male,,Lahore,Current,80909.0,2023-01-11,Pending
C1836,Ali ,30.0,Female,,Lahore ,Saving,72590.0,2022-10-12,Pending
C1837,Sara,52.0,male,user837mail.com,Islamabad,Current,66600.0,2023-09-03,Pending
C1838,Zoya,42.0,Female,user838mail.com,Islamabad,saving,29855.0,2024-06-10,Approved
C1839,Ahmed,26.0,F,user839@mail.com,Lahore,Saving,85073.0,2022-03-19,approved
C1840,Ali ,60.0,Female,user840@mail.com,Islamabad,saving,80270.0,2018-01-11,Pending
C1841,Sara,,Female,user841mail.com,Islamabad,,30665.0,2016-01-07,approved
C1842,Zoya,62.0,Female,,Karachi,Saving,76076.0,2020-12-28,Rejected
C1843,Sara,39.0,F,,Islamabad,saving,83024.0,2017-10-18,
C1844,Sana,41.0,Female,,Karachi,,40626.0,2020-07-12,Rejected
C1845,Sara,27.0,F,user845mail.com,Islamabad,saving,32237.0,2019-08-06,
C1846,,28.0,male,user846mail.com,Karachi,,33212.0,2017-10-31,
C1847,Ali,38.0,F,,Karachi,,66319.0,2023-12-02,approved
C1848,Ahmed,37.0,Male,user848mail.com,Lahore,Current,17623.0,2020-04-06,Pending
C1849,Ahmed,48.0,F,user849@mail.com,,Current,80270.0,2020-02-02,Pending
C1850,Sara,36.0,F,user850@mail.com,Karachi,Current,91980.0,2019-11-09,Pending
C1851,Ali ,,Male,user851@mail.com,,saving,38257.0,2016-01-28,approved
C1852,,62.0,,,,saving,74388.0,2015-01-20,Rejected
C1853,Sara,59.0,Male,,Lahore ,,66088.0,2023-02-13,Rejected
C1854,Sana,21.0,F,,Lahore ,Current,37483.0,2021-06-16,
C1855,Sara,52.0,male,user855@mail.com,Karachi,Current,79160.0,2017-06-06,Rejected
C1856,Sana,36.0,male,,Karachi,saving,96051.0,2018-04-04,Rejected
C1857,,37.0,F,user857@mail.com,Lahore ,saving,48349.0,2022-02-07,Pending
C1858,Sana,24.0,,user858@mail.com,Lahore,Saving,83812.0,2019-01-12,approved
C1859,Sara,24.0,,user859@mail.com,Lahore ,saving,6002.0,2016-01-26,
C1860,,26.0,M,user860mail.com,,,45539.0,2024-04-22,Rejected
C1861,Ali,21.0,Male,,,Current,46524.0,2018-05-16,Pending
C1862,Ahmed,61.0,,user862@mail.com,Karachi,,75858.0,2015-12-31,approved
C1863,,41.0,Female,user863@mail.com,Islamabad,saving,71771.0,2018-08-23,approved
C1864,Sana,50.0,M,user864mail.com,Karachi,saving,80231.0,2015-06-22,Pending
C1865,Ahmed,35.0,F,,Lahore,Current,24187.0,2022-07-04,Approved
C1866,Ali,60.0,,user866@mail.com,Karachi,Current ,66744.0,2021-05-13,Approved
C1867,Sara,63.0,Male,user867mail.com,Karachi,Current ,84233.0,2023-01-01,
C1868,Zoya,39.0,M,,Karachi,Saving,8071.0,2022-09-11,Approved
C1869,Ali,27.0,,,Islamabad,Current ,81901.0,2017-07-18,
C1870,Zoya,29.0,Male,user870mail.com,Karachi,,16670.0,2017-02-18,Pending
C1871,Ali ,46.0,male,user871mail.com,Karachi,Current,41410.0,2023-08-04,approved
C1872,Sana,27.0,Male,user872mail.com,Lahore,,60455.0,2017-06-27,approved
C1873,Ahmed,26.0,F,user873mail.com,Karachi,Saving,84519.0,2024-10-06,Approved
C1874,Ahmed,32.0,M,user874mail.com,Islamabad,Current,80395.0,2020-03-19,Rejected
C1875,Ahmed,60.0,Male,,Karachi,Current,85511.0,2016-07-24,
C1876,Sara,37.0,male,user876@mail.com,Karachi,,67930.0,2021-06-26,Pending
C1877,Ali,28.0,F,user877@mail.com,Karachi,Saving,69042.0,2018-08-08,
C1878,,25.0,,,,Current,52902.0,2021-02-20,Pending
C1879,Sana,63.0,,user879@mail.com,Lahore ,Current,70925.0,2016-03-13,Rejected
C1880,,45.0,male,,,Saving,98031.0,2020-02-27,Pending
C1881,Zoya,45.0,male,user881mail.com,Karachi,,4808.0,2016-07-29,Rejected
C1882,Zoya,47.0,,user882mail.com,Lahore,Current ,31580.0,2017-05-22,approved
C1883,Sara,27.0,Female,,,,45470.0,2016-07-19,Pending
C1884,Zoya,60.0,male,,Islamabad,saving,28944.0,2019-03-21,Approved
C1885,Sana,57.0,F,user885@mail.com,Lahore,Current,61652.0,2017-10-03,Approved
C1886,Zoya,61.0,Male,user886@mail.com,Karachi,Current,44110.0,2017-07-17,Pending
C1887,Zoya,36.0,Female,,Karachi,saving,58491.0,2024-01-01,Approved
C1888,Ali,58.0,Male,,Karachi,Current ,34498.0,2019-12-06,Approved
C1889,Zoya,22.0,F,,Karachi,Saving,19569.0,2024-09-04,
C1890,,43.0,M,,Lahore,,53273.0,2020-08-11,Approved
C1891,Sara,23.0,M,,Karachi,saving,16758.0,2022-09-07,Approved
C1892,Sana,21.0,Male,,Lahore ,Current,9446.0,2020-10-01,Rejected
C1893,Ali,49.0,Male,,Karachi,Current,61885.0,2019-03-29,
C1894,,43.0,Female,user894mail.com,,saving,35830.0,2020-06-14,Rejected
C1895,Sara,58.0,Male,user895mail.com,Karachi,Current ,39540.0,2017-11-12,Rejected
C1896,Ahmed,57.0,male,user896mail.com,Karachi,saving,81961.0,2019-09-01,Approved
C1897,Sana,43.0,Female,user897@mail.com,Lahore,,1213.0,2015-09-20,
C1898,Ali,49.0,Female,user898@mail.com,Lahore,Current ,17425.0,2023-02-09,Approved
C1899,Zoya,39.0,M,,,Current,88473.0,2018-10-17,approved
C1900,,48.0,Male,,Islamabad,Current,26797.0,2024-08-15,approved
C1901,Sara,45.0,,,Lahore ,saving,12472.0,2022-11-19,Approved
C1902,Sana,19.0,,user902mail.com,Karachi,Current ,97544.0,2019-05-22,Approved
C1903,Zoya,58.0,M,user903@mail.com,Lahore ,Saving,64303.0,2021-03-15,
C1904,Ali,62.0,Female,,Karachi,Saving,4499.0,2019-10-31,Pending
C1905,Sana,45.0,Male,,Islamabad,Saving,36239.0,2015-04-15,
C1906,Sana,63.0,M,user906mail.com,,Saving,63063.0,2019-08-31,approved
C1907,Ahmed,63.0,F,user907mail.com,Karachi,Current ,9098.0,2020-09-24,Approved
C1908,Sara,29.0,Male,user908mail.com,,Saving,35172.0,2015-08-07,Pending
C1909,Zoya,58.0,M,user909@mail.com,Karachi,Current,20782.0,2024-07-07,Approved
C1910,,36.0,Male,,Lahore,saving,60691.0,2021-06-11,
C1911,Sara,43.0,F,user911@mail.com,,,,2017-11-25,Rejected
C1912,Ahmed,21.0,Male,user912@mail.com,Islamabad,,65235.0,2015-01-24,Pending
C1913,Zoya,39.0,,,Islamabad,Current ,75298.0,2015-04-19,Approved
C1914,,19.0,Male,user914mail.com,Lahore,Current,4052.0,2020-01-17,Rejected
C1915,Ahmed,21.0,Female,user915mail.com,Lahore,Saving,29075.0,2015-02-23,Rejected
C1916,Ali,41.0,male,,,,68046.0,2022-10-30,Rejected
C1917,Sana,56.0,male,user917mail.com,Lahore,Current ,77763.0,2016-03-28,
C1918,Ahmed,54.0,male,user918@mail.com,Karachi,Saving,69497.0,2016-11-11,Pending
C1919,Ali ,55.0,F,,Lahore ,Current,53902.0,2018-10-16,approved
C1920,Sara,22.0,male,,Lahore ,Current ,69924.0,2020-01-08,Pending
C1921,Ali,56.0,,,Karachi,Saving,59634.0,2023-08-13,Approved
C1922,Ahmed,20.0,,user922@mail.com,Lahore ,Current,11234.0,2024-05-28,
C1923,Ali,26.0,male,user923mail.com,Karachi,saving,4397.0,2017-12-08,Approved
C1924,Sara,31.0,Male,,Lahore ,Saving,89136.0,2019-05-19,approved
C1925,Ali ,62.0,,user925@mail.com,Lahore,saving,6569.0,2021-10-12,
C1926,Ahmed,56.0,F,,Karachi,Current ,56440.0,2017-12-17,
C1927,,43.0,,user927mail.com,Lahore ,Current ,30290.0,2016-05-20,Rejected
C1928,Sara,28.0,M,user928@mail.com,,,18988.0,2015-09-28,Pending
C1929,Sana,38.0,M,user929@mail.com,Lahore ,Current,92343.0,2024-06-02,
C1930,Zoya,48.0,F,,Islamabad,Current ,64361.0,2017-10-01,
C1931,Ali,31.0,Male,user931@mail.com,Islamabad,saving,97792.0,2019-08-09,Pending
C1932,Sana,40.0,,user932mail.com,,Current,95044.0,2024-03-13,Approved
C1933,Ali,49.0,M,,Islamabad,Saving,69129.0,2021-04-30,Pending
C1934,Sara,52.0,Female,user934@mail.com,Islamabad,Saving,46500.0,2024-01-23,
C1935,Ali,50.0,male,,Karachi,,80422.0,2016-01-25,approved
C1936,Sara,52.0,M,user936mail.com,,Current,79847.0,2022-08-25,Rejected
C1937,Sara,64.0,male,,Karachi,Saving,41217.0,2023-02-04,
C1938,Ali,26.0,,user938mail.com,Karachi,Current ,11021.0,2023-12-28,Approved
C1939,,63.0,M,,Islamabad,Current,52298.0,2017-08-26,Approved
C1940,Sara,26.0,male,,Lahore ,saving,84312.0,2023-11-27,Rejected
C1941,Ali ,43.0,Male,user941mail.com,Karachi,,43826.0,2016-02-19,approved
C1942,Ali,64.0,Female,user942mail.com,Lahore ,,40086.0,2018-05-23,
C1943,,20.0,F,,Karachi,Current ,95134.0,2024-09-01,
C1944,Zoya,51.0,,,Lahore ,Current ,25042.0,2023-01-23,
C1945,Sana,28.0,Female,,Islamabad,saving,17350.0,2024-07-12,Approved
C1946,Zoya,52.0,Female,,Lahore,Current ,43921.0,2020-07-07,Approved
C1947,Zoya,45.0,Male,user947mail.com,,Saving,20610.0,2015-10-26,Approved
C1948,Ali ,52.0,M,user948@mail.com,Karachi,Current,66004.0,2015-05-20,Pending
C1949,Zoya,32.0,,user949@mail.com,,Saving,,2021-10-11,Rejected
C1950,Ahmed,44.0,male,,Karachi,saving,56213.0,2018-12-13,Pending
C1951,Ali ,42.0,Male,,Lahore ,Current,87315.0,2019-12-29,Rejected
C1952,Ali,23.0,F,,Karachi,Saving,23942.0,2019-11-25,approved
C1953,Ahmed,50.0,Female,user953@mail.com,Karachi,,28653.0,2015-05-08,Pending
C1954,Ali,20.0,M,user954@mail.com,Islamabad,Current,74838.0,2022-11-11,Pending
C1955,Ali ,48.0,F,user955mail.com,Lahore,saving,15982.0,2017-01-26,approved
C1956,,34.0,Female,user956mail.com,Karachi,Current,8479.0,2023-07-02,Approved
C1957,,40.0,Male,user957@mail.com,,Current,29625.0,2015-08-19,approved
C1958,Ahmed,45.0,,user958@mail.com,Karachi,saving,90879.0,2024-03-16,Pending
C1959,Zoya,42.0,Male,user959mail.com,Lahore ,Saving,97057.0,2024-11-17,Pending
C1960,,22.0,F,user960mail.com,Karachi,Current,88169.0,2023-11-09,Approved
C1961,Ahmed,23.0,Male,user961mail.com,Islamabad,Current,76936.0,2015-06-09,approved
C1962,Ali ,38.0,Female,user962mail.com,Lahore,Current ,28155.0,2019-05-02,Approved
C1963,Sara,39.0,male,,Lahore,Current ,56614.0,2016-03-15,Approved
C1964,Zoya,28.0,Female,,Lahore ,Current ,2583.0,2023-01-29,Rejected
C1965,Zoya,23.0,,user965mail.com,Islamabad,Current,19726.0,2017-03-01,Approved
C1966,Sana,36.0,Female,,Lahore ,saving,68104.0,2019-06-10,
C1967,Ali,19.0,male,,Lahore ,Current,8683.0,2021-04-11,approved
C1968,Ali ,57.0,male,user968@mail.com,Karachi,saving,49309.0,2021-05-18,Pending
C1969,Sana,46.0,F,user969@mail.com,Karachi,,96272.0,2016-08-22,Approved
C1970,Sara,41.0,F,user970mail.com,Islamabad,Current,75974.0,2023-07-13,
C1971,Ali,60.0,Male,user971mail.com,Karachi,Current,19775.0,2015-09-04,approved
C1972,Ahmed,46.0,M,user972@mail.com,Karachi,saving,86599.0,2022-10-05,Approved
C1973,,38.0,M,user973@mail.com,,,61208.0,2015-11-14,Rejected
C1974,Ali,44.0,M,user974mail.com,Lahore,saving,42040.0,2015-11-07,Pending
C1975,Sara,21.0,,user975@mail.com,Islamabad,Current ,11867.0,2018-09-03,Pending
C1976,,33.0,M,user976@mail.com,Lahore,saving,21457.0,2016-06-12,approved
C1977,Sara,52.0,Female,user977mail.com,Lahore ,Current ,80225.0,2020-07-10,Approved
C1978,,23.0,M,user978mail.com,Lahore ,,7229.0,2017-07-11,Rejected
C1979,,23.0,,,Lahore ,,39067.0,2021-11-03,Pending
C1980,Zoya,49.0,,user980mail.com,Lahore ,saving,52826.0,2020-12-04,Rejected
C1981,Ahmed,49.0,Female,,,Current ,89219.0,2016-03-10,Pending
C1982,Ali ,57.0,F,user982mail.com,Karachi,Current,22717.0,2015-12-27,Pending
C1983,Ali ,18.0,F,,,saving,47535.0,2018-03-29,Rejected
C1984,Ali,46.0,male,user984@mail.com,Lahore ,saving,15107.0,2023-02-18,Pending
C1985,Ali ,53.0,Male,user985@mail.com,Karachi,Saving,16727.0,2015-04-26,approved
C1986,Ali,63.0,M,user986mail.com,,,54559.0,2020-07-16,
C1987,Ahmed,62.0,,user987mail.com,Islamabad,Current,1209.0,2019-08-06,Rejected
C1988,Ali ,24.0,male,user988mail.com,Karachi,Current ,,2017-11-27,Pending
C1989,Sana,31.0,Male,user989mail.com,Karachi,saving,26741.0,2018-09-08,Rejected
C1990,Sara,61.0,Male,,Karachi,saving,84008.0,2021-02-14,
C1991,Sana,33.0,Male,user991mail.com,Lahore ,Saving,89003.0,2018-06-24,Pending
C1992,Zoya,61.0,Male,user992@mail.com,,Current,42702.0,2017-01-22,
C1993,Ali ,47.0,F,,Lahore ,saving,30406.0,2020-03-13,Pending
C1994,Ali ,62.0,F,,,Current,78081.0,2024-06-05,Pending
C1995,Sana,34.0,Male,,Karachi,saving,94610.0,2018-10-13,
C1996,Ali,41.0,,user996@mail.com,,,44835.0,2022-07-22,approved
C1997,Sara,53.0,Male,user997@mail.com,Karachi,Current ,,2018-12-11,
C1998,Sana,54.0,,,Islamabad,Saving,76885.0,2016-01-08,Pending
C1999,Sara,49.0,,user999@mail.com,,Current,47230.0,2018-12-22,Rejected
C2000,Ali ,55.0,,user1000@mail.com,Lahore,Current,33860.0,2015-12-19,Pending
C2001,Sana,34.0,F,user1001mail.com,Lahore,Current,78596.0,2020-03-10,
C2002,Ali ,36.0,Female,,Islamabad,,21059.0,2023-10-28,Rejected
C2003,Zoya,48.0,,user1003@mail.com,Karachi,Current,14472.0,2016-11-17,
C2004,Sara,45.0,Female,user1004mail.com,Lahore ,saving,,2022-09-14,Approved
C2005,Sara,54.0,M,user1005mail.com,Lahore,,24908.0,2023-10-31,Approved
C2006,Sara,41.0,Female,user1006mail.com,Karachi,Current ,78831.0,2017-06-03,Pending
C2007,Sara,44.0,F,user1007mail.com,Lahore ,Current,11086.0,2019-11-23,Rejected
C2008,Ali ,27.0,Female,,,Current,91913.0,2024-08-16,Rejected
C2009,Sana,54.0,Female,user1009mail.com,Karachi,Current ,35100.0,2024-12-28,approved
C2010,Sana,57.0,male,user1010@mail.com,Karachi,Saving,8008.0,2022-10-08,Pending
C2011,Ahmed,32.0,Female,user1011@mail.com,Lahore,Current ,59553.0,2015-01-30,approved
C2012,Ali ,40.0,Male,,Lahore ,Current,12324.0,2019-01-21,Approved
C2013,Ali ,47.0,M,user1013@mail.com,Islamabad,saving,,2016-01-01,Approved
C2014,Sara,26.0,Male,user1014@mail.com,Lahore,Saving,68343.0,2020-12-04,Approved
C2015,Zoya,24.0,male,,,saving,88878.0,2021-08-11,Approved
C2016,Ahmed,54.0,M,,Islamabad,Current ,65348.0,2018-05-05,
C2017,Ali ,24.0,Male,user1017@mail.com,Lahore,,54542.0,2023-11-07,Rejected
C2018,Ali,61.0,,,Karachi,Saving,60282.0,2021-04-02,Rejected
C2019,Ali ,33.0,Female,user1019@mail.com,,,49391.0,2019-03-09,approved
C2020,Ahmed,40.0,male,,Lahore,saving,41362.0,2021-04-22,Approved
C2021,,34.0,M,user1021mail.com,Lahore ,Current ,39394.0,2024-06-10,
C2022,Zoya,27.0,M,user1022@mail.com,Lahore,saving,,2016-02-09,approved
C2023,Sana,39.0,,,Islamabad,Current,11924.0,2016-08-04,Approved
C2024,Ali ,62.0,Male,user1024mail.com,Lahore,Current ,27492.0,2023-05-23,Pending
