CustomerID,Name,Age,Gender,Email,City,AccountType,Balance,JoinDate,LoanStatus,Balance_PKR,Gender_Code
C2429,Ali,48,Female,Not provided,Karachi,Unavailable,58675,2018-02-24,Pending,58675 Rs,0
C2430,Ali,37,Female,Not provided,Lahore,Saving,40518,2022-08-27,Approved,40518 Rs,0
C2431,Ahmed,58,Female,user1431@mail.com,Islamabad,Current,66300,2023-01-20,Missing,66300 Rs,0
C2432,Zoya,63,Male,user1432@mail.com,Karachi,Current,22599,2017-07-25,Missing,22599 Rs,1
C2433,Ali,36,Female,user1433@mail.com,Karachi,Saving,64915,2023-09-29,Missing,64915 Rs,0
C2434,Unknown,20,Unknown,Not provided,Lahore,Current,41826,2016-03-01,Pending,41826 Rs,2
C2435,Ahmed,46,Male,user1435@mail.com,Lahore,Saving,41615,2022-03-03,Pending,41615 Rs,1
C2436,Sara,60,Male,user1436@mail.com,Karachi,Saving,98535,2019-08-10,Missing,98535 Rs,1
C2437,Ali,42,Unknown,Not provided,Islamabad,Current,47339,2023-12-02,Approved,47339 Rs,2
C2438,Sana,40,Male,user1438@mail.com,Lahore,Saving,5590,2024-12-14,Rejected,5590 Rs,1
C2439,Ali,33,Unknown,user1439mail.com,Karachi,Saving,0,2023-03-14,Approved,0 Rs,2
C2440,Ali,60,Male,Not provided,Lahore,Current,63436,2018-08-17,Rejected,63436 Rs,1
C2441,Unknown,48,Female,user1441@mail.com,Lahore,Current,19086,2017-08-04,Pending,19086 Rs,0
C2442,Sara,60,Unknown,user1442mail.com,Karachi,Unavailable,6893,2020-12-18,Rejected,6893 Rs,2
C2443,Ahmed,30,Female,user1443mail.com,Lahore,Saving,0,2018-07-07,Approved,0 Rs,0
C2444,Sana,46,Unknown,Not provided,Karachi,Saving,4616,2015-08-04,Rejected,4616 Rs,2
C2445,Sana,30,Male,user1445mail.com,Islamabad,Current,63417,2024-01-16,Approved,63417 Rs,1
C2446,Sana,18,Female,user1446@mail.com,Lahore,Unavailable,0,2021-12-27,Pending,0 Rs,0
C2447,Ali,44,Male,user1447mail.com,Karachi,Unavailable,21971,2015-05-04,Approved,21971 Rs,1
C2448,Ahmed,59,Female,user1448mail.com,Lahore,Saving,88101,2018-12-08,Approved,88101 Rs,0
C2449,Zoya,34,Female,user1449@mail.com,Lahore,Unavailable,81775,2023-10-31,Pending,81775 Rs,0
C2450,Sana,42,Unknown,user1450@mail.com,Lahore,Saving,83800,2015-05-14,Pending,83800 Rs,2
C2451,Ahmed,50,Female,Not provided,Unknown,Current,96638,2023-12-18,Approved,96638 Rs,0
C2452,Unknown,40,Unknown,user1452mail.com,Lahore,Unavailable,11665,2018-11-04,Approved,11665 Rs,2
C2453,Sana,21,Male,user1453@mail.com,Unknown,Saving,85321,2017-09-07,Missing,85321 Rs,1
C2454,Ali,64,Male,user1454@mail.com,Karachi,Saving,6993,2021-05-22,Rejected,6993 Rs,1
C2455,Ahmed,33,Female,user1455mail.com,Islamabad,Saving,77342,2024-04-10,Approved,77342 Rs,0
C2456,Ali,60,Female,user1456@mail.com,Islamabad,Current,39664,2024-02-22,Approved,39664 Rs,0
C2457,Ali,26,Male,user1457mail.com,Karachi,Current,32187,2017-07-29,Missing,32187 Rs,1
C2458,Unknown,56,Female,user1458mail.com,Islamabad,Saving,81853,2015-03-23,Missing,81853 Rs,0
C2459,Sara,56,Female,Not provided,Islamabad,Unavailable,68591,2017-12-07,Approved,68591 Rs,0
C2460,Sara,27,Female,Not provided,Karachi,Current,26529,2018-06-20,Missing,26529 Rs,0
C2461,Ahmed,33,Male,user1461mail.com,Unknown,Saving,97769,2024-03-25,Rejected,97769 Rs,1
C2462,Sara,38,Unknown,user1462@mail.com,Karachi,Unavailable,74279,2018-11-09,Missing,74279 Rs,2
C2463,Ali,41,Male,user1463mail.com,Karachi,Current,91619,2024-05-07,Pending,91619 Rs,1
C2464,Ahmed,21,Male,user1464mail.com,Lahore,Current,72478,2023-06-27,Approved,72478 Rs,1
C2465,Ali,47,Male,Not provided,Islamabad,Saving,76321,2023-06-04,Approved,76321 Rs,1
C2466,Zoya,23,Unknown,Not provided,Unknown,Unavailable,0,2022-03-11,Approved,0 Rs,2
C2467,Zoya,53,Unknown,user1467mail.com,Islamabad,Unavailable,58244,2024-10-13,Approved,58244 Rs,2
C2468,Zoya,41,Unknown,user1468mail.com,Lahore,Current,36588,2021-03-23,Pending,36588 Rs,2
C2469,Sara,61,Male,Not provided,Islamabad,Unavailable,95333,2018-11-22,Approved,95333 Rs,1
C2470,Unknown,41,Male,user1470@mail.com,Karachi,Current,8309,2020-05-06,Approved,8309 Rs,1
C2471,Sara,27,Male,user1471@mail.com,Lahore,Current,94735,2016-09-16,Rejected,94735 Rs,1
C2472,Ali,49,Male,user1472@mail.com,Karachi,Current,63044,2018-09-17,Rejected,63044 Rs,1
C2473,Ali,48,Male,user1473mail.com,Islamabad,Current,0,2019-03-31,Pending,0 Rs,1
C2474,Unknown,26,Male,user1474@mail.com,Lahore,Unavailable,48671,2017-03-09,Approved,48671 Rs,1
C2475,Sana,41,Female,user1475mail.com,Islamabad,Unavailable,49228,2017-02-25,Approved,49228 Rs,0
C2476,Ahmed,41,Male,Not provided,Islamabad,Saving,80503,2018-12-17,Missing,80503 Rs,1
C2477,Sara,28,Male,Not provided,Karachi,Unavailable,51211,2018-04-14,Pending,51211 Rs,1
C2478,Ahmed,37,Unknown,Not provided,Islamabad,Saving,78474,2022-04-20,Rejected,78474 Rs,2
C2479,Ali,64,Male,Not provided,Karachi,Current,1693,2020-04-24,Pending,1693 Rs,1
C2480,Zoya,58,Female,Not provided,Lahore,Saving,79682,2024-06-01,Missing,79682 Rs,0
C2481,Sana,52,Female,user1481@mail.com,Islamabad,Saving,65164,2019-04-09,Approved,65164 Rs,0
C2482,Ahmed,50,Female,Not provided,Lahore,Saving,68777,2018-01-12,Pending,68777 Rs,0
C2483,Zoya,60,Female,Not provided,Islamabad,Unavailable,78088,2022-07-11,Approved,78088 Rs,0
C2484,Ahmed,50,Unknown,Not provided,Lahore,Current,86481,2016-02-14,Pending,86481 Rs,2
C2485,Sana,41,Male,Not provided,Islamabad,Saving,17601,2019-08-25,Approved,17601 Rs,1
C2486,Ali,31,Male,user1486mail.com,Unknown,Current,55571,2019-01-06,Missing,55571 Rs,1
C2487,Unknown,41,Unknown,user1487mail.com,Unknown,Current,18011,2024-02-10,Rejected,18011 Rs,2
C2488,Sara,62,Male,Not provided,Lahore,Current,78755,2018-04-03,Pending,78755 Rs,1
C2489,Sara,52,Female,user1489mail.com,Lahore,Current,21068,2017-08-13,Approved,21068 Rs,0
C2490,Zoya,39,Female,user1490@mail.com,Islamabad,Current,52448,2024-08-13,Missing,52448 Rs,0
C2491,Zoya,58,Unknown,Not provided,Karachi,Current,43108,2017-03-01,Pending,43108 Rs,2
C2492,Ahmed,29,Male,user1492mail.com,Lahore,Current,61929,2022-08-01,Missing,61929 Rs,1
C2493,Unknown,51,Female,user1493mail.com,Karachi,Current,68886,2019-04-04,Rejected,68886 Rs,0
C2494,Ahmed,42,Unknown,user1494@mail.com,Lahore,Current,0,2023-11-17,Approved,0 Rs,2
C2495,Zoya,58,Female,user1495mail.com,Karachi,Current,70472,2023-08-29,Approved,70472 Rs,0
C2496,Sara,64,Male,Not provided,Karachi,Unavailable,4542,2020-02-06,Approved,4542 Rs,1
C2497,Ahmed,41,Female,user1497@mail.com,Unknown,Saving,3184,2015-10-09,Pending,3184 Rs,0
C2498,Ali,34,Unknown,user1498mail.com,Islamabad,Saving,18015,2022-12-11,Missing,18015 Rs,2
C2499,Sara,53,Female,user1499mail.com,Karachi,Current,50756,2016-10-02,Approved,50756 Rs,0
C2500,Ali,56,Female,Not provided,Lahore,Current,72346,2017-05-03,Rejected,72346 Rs,0
C2501,Unknown,47,Male,user1501@mail.com,Lahore,Current,16710,2022-06-30,Rejected,16710 Rs,1
C2502,Sana,35,Male,user1502@mail.com,Lahore,Current,43329,2024-06-30,Rejected,43329 Rs,1
C2503,Ali,33,Female,user1503@mail.com,Unknown,Unavailable,21027,2016-01-24,Approved,21027 Rs,0
C2504,Unknown,52,Female,user1504mail.com,Karachi,Current,98490,2019-03-20,Pending,98490 Rs,0
C2505,Zoya,63,Male,user1505@mail.com,Islamabad,Current,25883,2024-06-02,Missing,25883 Rs,1
C2506,Ali,23,Female,Not provided,Karachi,Unavailable,87961,2018-09-30,Pending,87961 Rs,0
C2507,Sana,30,Male,user1507@mail.com,Karachi,Current,61039,2021-05-02,Pending,61039 Rs,1
C2508,Zoya,40,Unknown,user1508@mail.com,Karachi,Unavailable,26464,2015-03-07,Approved,26464 Rs,2
C2509,Ahmed,62,Male,user1509@mail.com,Lahore,Saving,7043,2021-09-21,Pending,7043 Rs,1
C2510,Zoya,55,Unknown,user1510mail.com,Karachi,Current,21157,2018-11-07,Rejected,21157 Rs,2
C2511,Ali,23,Female,Not provided,Karachi,Current,59831,2022-03-05,Rejected,59831 Rs,0
C2512,Sara,34,Female,user1512@mail.com,Lahore,Current,86585,2015-09-29,Approved,86585 Rs,0
C2513,Ali,57,Unknown,user1513mail.com,Lahore,Saving,15834,2023-07-09,Pending,15834 Rs,2
C2514,Ali,31,Female,user1514mail.com,Lahore,Current,90502,2018-01-25,Missing,90502 Rs,0
C2515,Ali,27,Male,user1515mail.com,Lahore,Unavailable,62790,2024-11-11,Rejected,62790 Rs,1
C2516,Ali,55,Male,user1516mail.com,Karachi,Current,60829,2015-09-05,Pending,60829 Rs,1
C2517,Sara,18,Male,user1517@mail.com,Lahore,Saving,0,2023-07-23,Approved,0 Rs,1
C2518,Ali,59,Unknown,user1518mail.com,Lahore,Saving,63786,2018-12-15,Missing,63786 Rs,2
C2519,Zoya,24,Male,user1519mail.com,Karachi,Current,36301,2024-07-15,Missing,36301 Rs,1
C2520,Sara,42,Male,user1520@mail.com,Lahore,Saving,95871,2017-09-16,Rejected,95871 Rs,1
C2521,Ali,40,Male,user1521mail.com,Lahore,Unavailable,2020,2021-10-25,Approved,2020 Rs,1
C2522,Sara,41,Male,Not provided,Lahore,Saving,89298,2019-06-30,Approved,89298 Rs,1
C2523,Ali,50,Male,user1523mail.com,Lahore,Unavailable,30699,2021-06-03,Rejected,30699 Rs,1
C2524,Ali,33,Female,user1524@mail.com,Lahore,Unavailable,98968,2019-09-23,Approved,98968 Rs,0
C2525,Sara,31,Male,user1525@mail.com,Unknown,Current,92308,2018-05-25,Pending,92308 Rs,1
C2526,Sana,23,Unknown,user1526@mail.com,Lahore,Unavailable,32538,2016-09-08,Pending,32538 Rs,2
C2527,Unknown,53,Unknown,user1527mail.com,Unknown,Current,37317,2015-01-24,Rejected,37317 Rs,2
C2528,Sana,27,Male,Not provided,Lahore,Saving,93662,2016-05-19,Pending,93662 Rs,1
C2529,Zoya,56,Female,user1529@mail.com,Karachi,Saving,36739,2017-04-18,Missing,36739 Rs,0
C2530,Ahmed,18,Unknown,Not provided,Karachi,Saving,29350,2018-02-06,Rejected,29350 Rs,2
C2531,Zoya,44,Male,user1531mail.com,Unknown,Saving,92759,2024-09-04,Approved,92759 Rs,1
C2532,Ali,29,Female,user1532@mail.com,Islamabad,Saving,59361,2019-11-27,Missing,59361 Rs,0
C2533,Zoya,64,Male,user1533@mail.com,Karachi,Current,62058,2015-07-22,Approved,62058 Rs,1
C2534,Zoya,35,Male,user1534mail.com,Lahore,Current,60333,2021-11-22,Missing,60333 Rs,1
C2535,Zoya,21,Male,user1535@mail.com,Karachi,Saving,27274,2024-08-14,Approved,27274 Rs,1
C2536,Ahmed,41,Female,user1536mail.com,Unknown,Current,44058,2015-08-27,Approved,44058 Rs,0
C2537,Ahmed,33,Unknown,user1537@mail.com,Unknown,Current,45264,2015-01-18,Approved,45264 Rs,2
C2538,Unknown,37,Female,user1538mail.com,Islamabad,Current,75259,2023-08-20,Approved,75259 Rs,0
C2539,Sana,22,Male,user1539mail.com,Unknown,Unavailable,82946,2023-10-15,Rejected,82946 Rs,1
C2540,Unknown,52,Female,user1540@mail.com,Lahore,Saving,61743,2018-03-25,Rejected,61743 Rs,0
C2541,Unknown,35,Male,user1541@mail.com,Islamabad,Unavailable,91086,2023-11-25,Pending,91086 Rs,1
C2542,Zoya,26,Male,user1542mail.com,Karachi,Unavailable,48883,2021-07-13,Approved,48883 Rs,1
C2543,Sara,19,Female,user1543mail.com,Lahore,Unavailable,95315,2019-06-23,Approved,95315 Rs,0
C2544,Sana,51,Male,user1544@mail.com,Unknown,Saving,83438,2017-06-14,Rejected,83438 Rs,1
C2545,Sara,34,Male,user1545@mail.com,Unknown,Unavailable,20079,2023-05-23,Missing,20079 Rs,1
C2546,Ali,63,Unknown,user1546@mail.com,Karachi,Current,34206,2017-07-11,Missing,34206 Rs,2
C2547,Sana,49,Male,Not provided,Islamabad,Current,81578,2017-01-09,Approved,81578 Rs,1
C2548,Sana,22,Male,user1548@mail.com,Unknown,Current,33481,2019-02-07,Pending,33481 Rs,1
C2549,Ahmed,22,Female,Not provided,Karachi,Unavailable,52019,2017-06-21,Approved,52019 Rs,0
C2550,Ali,39,Female,Not provided,Karachi,Unavailable,10553,2015-01-15,Approved,10553 Rs,0
C2551,Sara,30,Unknown,user1551@mail.com,Lahore,Current,96876,2016-07-08,Approved,96876 Rs,2
C2552,Unknown,31,Unknown,user1552@mail.com,Islamabad,Current,4935,2017-11-17,Approved,4935 Rs,2
C2553,Sana,50,Female,user1553@mail.com,Lahore,Current,10890,2022-01-04,Pending,10890 Rs,0
C2554,Ali,38,Male,user1554mail.com,Islamabad,Saving,68395,2024-11-29,Approved,68395 Rs,1
C2555,Ali,26,Female,user1555mail.com,Karachi,Saving,0,2023-10-18,Pending,0 Rs,0
C2556,Unknown,26,Unknown,user1556@mail.com,Karachi,Saving,34130,2018-06-05,Missing,34130 Rs,2
C2557,Unknown,27,Male,user1557mail.com,Karachi,Saving,6257,2018-01-30,Pending,6257 Rs,1
C2558,Unknown,64,Male,user1558@mail.com,Karachi,Saving,32602,2023-01-07,Rejected,32602 Rs,1
C2559,Zoya,36,Female,user1559@mail.com,Lahore,Saving,58162,2024-01-03,Approved,58162 Rs,0
C2560,Sara,61,Male,user1560mail.com,Karachi,Saving,0,2022-05-23,Pending,0 Rs,1
C2561,Sara,61,Male,Not provided,Islamabad,Current,31105,2018-06-06,Pending,31105 Rs,1
C2562,Ali,51,Unknown,user1562@mail.com,Lahore,Saving,50974,2021-08-29,Approved,50974 Rs,2
C2563,Sana,34,Unknown,Not provided,Lahore,Current,51746,2017-03-20,Approved,51746 Rs,2
C2564,Zoya,36,Female,user1564@mail.com,Lahore,Unavailable,76808,2018-03-27,Approved,76808 Rs,0
C2565,Ali,29,Male,Not provided,Karachi,Current,21999,2021-03-13,Approved,21999 Rs,1
C2566,Unknown,47,Unknown,user1566mail.com,Lahore,Current,14712,2022-02-05,Missing,14712 Rs,2
C2567,Unknown,48,Male,user1567mail.com,Lahore,Saving,26767,2015-04-08,Approved,26767 Rs,1
C2568,Ahmed,40,Male,user1568@mail.com,Karachi,Current,90253,2021-06-27,Missing,90253 Rs,1
C2569,Sara,63,Female,user1569@mail.com,Unknown,Current,12634,2016-10-13,Approved,12634 Rs,0
C2570,Ali,51,Male,user1570mail.com,Lahore,Saving,18036,2021-01-31,Missing,18036 Rs,1
C2571,Sara,53,Male,user1571mail.com,Islamabad,Unavailable,94546,2024-02-15,Pending,94546 Rs,1
C2572,Unknown,30,Male,user1572@mail.com,Karachi,Unavailable,0,2015-08-30,Missing,0 Rs,1
C2573,Ahmed,38,Female,user1573mail.com,Karachi,Unavailable,16014,2018-03-30,Approved,16014 Rs,0
C2574,Ali,42,Male,user1574@mail.com,Islamabad,Saving,2080,2017-11-01,Missing,2080 Rs,1
C2575,Ali,39,Unknown,user1575mail.com,Islamabad,Current,40318,2022-10-07,Approved,40318 Rs,2
C2576,Ali,44,Male,user1576mail.com,Unknown,Unavailable,23244,2015-06-14,Missing,23244 Rs,1
C2577,Ali,58,Male,Not provided,Islamabad,Current,0,2022-05-14,Missing,0 Rs,1
C2578,Unknown,18,Male,user1578mail.com,Islamabad,Unavailable,20232,2024-03-23,Rejected,20232 Rs,1
C2579,Unknown,58,Female,user1579@mail.com,Karachi,Unavailable,38020,2018-05-18,Pending,38020 Rs,0
C2580,Ahmed,56,Male,Not provided,Islamabad,Saving,55764,2016-01-07,Approved,55764 Rs,1
C2581,Ali,58,Male,user1581@mail.com,Unknown,Current,53338,2024-09-01,Rejected,53338 Rs,1
C2582,Ahmed,45,Female,user1582mail.com,Karachi,Current,68694,2018-10-08,Missing,68694 Rs,0
C2583,Ali,34,Female,user1583@mail.com,Islamabad,Current,67584,2016-08-17,Missing,67584 Rs,0
C2584,Sana,28,Male,Not provided,Unknown,Unavailable,43297,2024-07-02,Missing,43297 Rs,1
C2585,Ahmed,29,Male,user1585@mail.com,Unknown,Saving,0,2017-11-12,Approved,0 Rs,1
C2586,Ali,55,Male,user1586mail.com,Islamabad,Current,82090,2023-02-04,Rejected,82090 Rs,1
C2587,Sara,49,Female,Not provided,Lahore,Saving,75622,2018-12-19,Approved,75622 Rs,0
C2588,Ali,35,Male,user1588mail.com,Karachi,Current,95460,2019-07-27,Missing,95460 Rs,1
C2589,Zoya,60,Male,user1589mail.com,Islamabad,Current,93668,2017-12-31,Pending,93668 Rs,1
C2590,Ali,20,Male,Not provided,Lahore,Current,51908,2021-04-13,Approved,51908 Rs,1
C2591,Ali,64,Male,user1591mail.com,Unknown,Saving,11586,2017-11-03,Missing,11586 Rs,1
C2592,Unknown,52,Female,user1592@mail.com,Karachi,Current,52193,2019-04-05,Missing,52193 Rs,0
C2593,Ahmed,22,Female,user1593mail.com,Unknown,Saving,59764,2016-06-17,Missing,59764 Rs,0
C2594,Ali,57,Male,user1594mail.com,Karachi,Saving,11345,2017-06-04,Approved,11345 Rs,1
C2595,Zoya,64,Female,Not provided,Islamabad,Saving,56755,2018-04-25,Rejected,56755 Rs,0
C2596,Sana,22,Female,user1596@mail.com,Lahore,Current,29798,2018-12-25,Missing,29798 Rs,0
C2597,Zoya,56,Female,user1597mail.com,Unknown,Current,0,2021-02-28,Approved,0 Rs,0
C2598,Zoya,19,Female,user1598mail.com,Islamabad,Saving,17226,2018-06-24,Pending,17226 Rs,0
C2599,Sara,28,Female,Not provided,Islamabad,Current,85438,2018-05-17,Pending,85438 Rs,0
C2600,Zoya,25,Male,Not provided,Unknown,Saving,39778,2015-12-23,Approved,39778 Rs,1
C2601,Ali,18,Male,user1601@mail.com,Lahore,Current,54231,2024-07-01,Approved,54231 Rs,1
C2602,Ali,29,Male,user1602@mail.com,Islamabad,Current,12468,2020-06-12,Missing,12468 Rs,1
C2603,Ahmed,41,Male,user1603mail.com,Karachi,Unavailable,31275,2021-09-09,Approved,31275 Rs,1
C2604,Ali,47,Female,Not provided,Unknown,Unavailable,69522,2024-11-13,Missing,69522 Rs,0
C2605,Ali,20,Female,Not provided,Karachi,Current,0,2016-10-02,Pending,0 Rs,0
C2606,Sara,45,Female,Not provided,Lahore,Current,8371,2022-02-26,Approved,8371 Rs,0
C2607,Sara,30,Male,Not provided,Karachi,Current,4677,2023-12-19,Approved,4677 Rs,1
C2608,Sana,56,Unknown,user1608@mail.com,Lahore,Saving,27709,2022-08-23,Rejected,27709 Rs,2
C2609,Sara,32,Female,user1609@mail.com,Karachi,Current,0,2016-01-20,Approved,0 Rs,0
C2610,Ahmed,62,Male,user1610mail.com,Karachi,Saving,40828,2015-04-03,Approved,40828 Rs,1
C2611,Ahmed,43,Female,Not provided,Unknown,Saving,70696,2018-08-11,Approved,70696 Rs,0
C2612,Ali,39,Male,Not provided,Karachi,Saving,1275,2018-04-13,Approved,1275 Rs,1
C2613,Ahmed,39,Male,user1613mail.com,Lahore,Unavailable,67813,2017-10-05,Missing,67813 Rs,1
C2614,Unknown,30,Unknown,user1614mail.com,Karachi,Unavailable,0,2020-09-03,Approved,0 Rs,2
C2615,Ahmed,20,Unknown,user1615mail.com,Karachi,Saving,85418,2023-05-14,Pending,85418 Rs,2
C2616,Ali,45,Male,Not provided,Karachi,Saving,78546,2022-06-13,Rejected,78546 Rs,1
C2617,Unknown,32,Unknown,user1617@mail.com,Lahore,Saving,76314,2018-01-09,Rejected,76314 Rs,2
C2618,Ali,37,Male,user1618mail.com,Unknown,Saving,7175,2015-08-16,Approved,7175 Rs,1
C2619,Zoya,56,Female,user1619@mail.com,Islamabad,Unavailable,46005,2022-09-12,Approved,46005 Rs,0
C2620,Sana,18,Male,Not provided,Lahore,Unavailable,28928,2016-01-05,Missing,28928 Rs,1
C2621,Sana,40,Male,Not provided,Lahore,Current,94054,2021-03-31,Rejected,94054 Rs,1
C2622,Ali,52,Male,user1622mail.com,Unknown,Current,36518,2019-01-15,Pending,36518 Rs,1
C2623,Sana,31,Male,user1623mail.com,Islamabad,Saving,97520,2022-03-31,Pending,97520 Rs,1
C2624,Unknown,63,Female,user1624@mail.com,Unknown,Current,13681,2020-01-27,Missing,13681 Rs,0
C2625,Ali,28,Female,Not provided,Unknown,Saving,52839,2020-08-31,Pending,52839 Rs,0
C2626,Sara,35,Male,user1626@mail.com,Unknown,Unavailable,47927,2020-02-27,Approved,47927 Rs,1
C2627,Zoya,54,Male,user1627mail.com,Karachi,Saving,80593,2015-05-02,Rejected,80593 Rs,1
C2628,Ali,54,Female,user1628@mail.com,Unknown,Unavailable,48038,2015-04-20,Missing,48038 Rs,0
C2629,Sana,51,Male,Not provided,Lahore,Current,5427,2022-10-30,Approved,5427 Rs,1
C2630,Ali,57,Male,Not provided,Unknown,Saving,1291,2020-02-28,Missing,1291 Rs,1
C2631,Zoya,42,Male,user1631@mail.com,Islamabad,Saving,39814,2017-03-30,Pending,39814 Rs,1
C2632,Sara,52,Female,user1632@mail.com,Karachi,Current,68529,2024-06-15,Rejected,68529 Rs,0
C2633,Sara,47,Female,user1633mail.com,Islamabad,Current,98677,2019-02-17,Pending,98677 Rs,0
C2634,Sara,32,Male,user1634mail.com,Karachi,Current,2544,2022-12-24,Approved,2544 Rs,1
C2635,Ali,56,Female,Not provided,Islamabad,Current,76482,2018-11-06,Approved,76482 Rs,0
C2636,Ahmed,40,Male,Not provided,Karachi,Unavailable,16875,2016-01-27,Missing,16875 Rs,1
C2637,Ali,55,Female,Not provided,Islamabad,Current,89638,2017-04-19,Approved,89638 Rs,0
C2638,Ahmed,20,Male,Not provided,Lahore,Unavailable,58033,2022-12-29,Approved,58033 Rs,1
C2639,Sara,41,Unknown,user1639mail.com,Unknown,Current,37431,2024-11-22,Missing,37431 Rs,2
C2640,Ahmed,62,Unknown,user1640@mail.com,Islamabad,Unavailable,81084,2024-05-02,Missing,81084 Rs,2
C2641,Ali,23,Male,Not provided,Unknown,Unavailable,76190,2024-01-02,Approved,76190 Rs,1
C2642,Zoya,30,Male,user1642@mail.com,Unknown,Saving,0,2016-06-20,Approved,0 Rs,1
C2643,Ali,64,Female,Not provided,Karachi,Unavailable,25829,2021-06-20,Approved,25829 Rs,0
C2644,Zoya,62,Female,user1644@mail.com,Unknown,Current,61967,2023-06-14,Rejected,61967 Rs,0
C2645,Sana,19,Male,user1645@mail.com,Islamabad,Unavailable,82701,2022-09-20,Approved,82701 Rs,1
C2646,Sara,24,Female,Not provided,Lahore,Unavailable,54822,2019-12-02,Missing,54822 Rs,0
C2647,Unknown,48,Male,Not provided,Karachi,Saving,79070,2017-06-16,Pending,79070 Rs,1
C2648,Unknown,22,Female,Not provided,Unknown,Unavailable,49552,2022-09-16,Rejected,49552 Rs,0
C2649,Ali,22,Female,user1649mail.com,Karachi,Unavailable,0,2016-11-13,Approved,0 Rs,0
C2650,Zoya,51,Male,Not provided,Unknown,Unavailable,73610,2015-08-21,Pending,73610 Rs,1
C2651,Ali,42,Female,user1651mail.com,Unknown,Current,11842,2022-11-28,Approved,11842 Rs,0
C2652,Ali,50,Male,user1652mail.com,Lahore,Current,87059,2021-10-25,Rejected,87059 Rs,1
C2653,Sara,24,Female,Not provided,Karachi,Saving,0,2020-07-13,Rejected,0 Rs,0
C2654,Sana,26,Unknown,user1654@mail.com,Karachi,Saving,95002,2015-08-24,Approved,95002 Rs,2
C2655,Ahmed,22,Female,user1655@mail.com,Karachi,Unavailable,43330,2018-02-04,Approved,43330 Rs,0
C2656,Zoya,42,Female,user1656@mail.com,Karachi,Current,53692,2017-09-20,Approved,53692 Rs,0
C2657,Sana,50,Male,user1657mail.com,Lahore,Current,6170,2021-03-17,Missing,6170 Rs,1
C2658,Sara,26,Female,user1658mail.com,Karachi,Saving,92128,2016-12-24,Missing,92128 Rs,0
C2659,Sara,35,Female,user1659mail.com,Islamabad,Current,61497,2019-08-30,Approved,61497 Rs,0
C2660,Ali,31,Male,user1660mail.com,Islamabad,Current,20607,2020-07-09,Rejected,20607 Rs,1
C2661,Sana,45,Male,user1661mail.com,Lahore,Saving,1481,2017-04-02,Rejected,1481 Rs,1
C2662,Ali,41,Male,user1662@mail.com,Lahore,Saving,16641,2022-12-18,Rejected,16641 Rs,1
C2663,Ali,31,Male,user1663mail.com,Lahore,Saving,7541,2019-11-01,Pending,7541 Rs,1
C2664,Sana,42,Female,user1664mail.com,Lahore,Unavailable,51246,2016-01-14,Missing,51246 Rs,0
C2665,Ali,50,Male,user1665mail.com,Karachi,Saving,0,2016-12-18,Missing,0 Rs,1
C2666,Ali,52,Female,user1666@mail.com,Lahore,Current,33506,2015-08-02,Pending,33506 Rs,0
C2667,Ali,22,Male,user1667mail.com,Lahore,Saving,41347,2019-06-13,Pending,41347 Rs,1
C2668,Ahmed,39,Female,user1668@mail.com,Karachi,Current,84498,2022-02-13,Missing,84498 Rs,0
C2669,Ali,64,Unknown,user1669@mail.com,Karachi,Saving,62053,2024-11-08,Pending,62053 Rs,2
C2670,Ahmed,31,Male,user1670mail.com,Lahore,Saving,66873,2020-05-05,Approved,66873 Rs,1
C2671,Zoya,50,Male,Not provided,Unknown,Saving,48809,2023-07-30,Missing,48809 Rs,1
C2672,Ali,36,Unknown,Not provided,Karachi,Saving,65337,2018-09-06,Rejected,65337 Rs,2
C2673,Ahmed,50,Male,user1673@mail.com,Unknown,Unavailable,11449,2018-10-22,Pending,11449 Rs,1
C2674,Unknown,48,Male,user1674mail.com,Unknown,Unavailable,99909,2024-06-24,Approved,99909 Rs,1
C2675,Unknown,25,Male,user1675@mail.com,Karachi,Current,16542,2017-05-07,Pending,16542 Rs,1
C2676,Unknown,44,Female,Not provided,Karachi,Unavailable,0,2019-04-21,Missing,0 Rs,0
C2677,Ali,54,Unknown,user1677mail.com,Lahore,Unavailable,94102,2020-10-19,Pending,94102 Rs,2
C2678,Ali,30,Unknown,Not provided,Unknown,Saving,0,2020-09-12,Pending,0 Rs,2
C2679,Sana,33,Female,Not provided,Unknown,Saving,71992,2016-07-04,Missing,71992 Rs,0
C2680,Ahmed,23,Male,user1680mail.com,Karachi,Current,28252,2024-07-25,Rejected,28252 Rs,1
C2681,Sara,61,Male,user1681mail.com,Karachi,Saving,24149,2021-03-21,Pending,24149 Rs,1
C2682,Zoya,50,Female,user1682@mail.com,Lahore,Saving,24404,2015-06-30,Pending,24404 Rs,0
C2683,Ali,45,Female,Not provided,Unknown,Saving,80935,2020-01-21,Approved,80935 Rs,0
C2684,Sara,32,Male,Not provided,Karachi,Current,34282,2016-08-10,Missing,34282 Rs,1
C2685,Ali,33,Male,user1685mail.com,Karachi,Unavailable,49696,2015-07-11,Missing,49696 Rs,1
C2686,Ali,46,Male,user1686mail.com,Lahore,Saving,85818,2019-10-24,Missing,85818 Rs,1
C2687,Ali,56,Male,Not provided,Karachi,Current,57436,2016-06-25,Approved,57436 Rs,1
